location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2099180,"La Matanza, Buenos Aires",pm1,1.7882142543792725,µg/m³,2025-03-24T19:00:00Z,2025-03-24T16:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,1.3626488248507185,µg/m³,2025-03-24T20:00:00Z,2025-03-24T17:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,2.2857142885526023,µg/m³,2025-03-24T21:00:00Z,2025-03-24T18:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,4.442261825005214,µg/m³,2025-03-24T22:00:00Z,2025-03-24T19:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,3.0249008238315582,µg/m³,2025-03-24T23:00:00Z,2025-03-24T20:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,3.106168855320324,µg/m³,2025-03-25T00:00:00Z,2025-03-24T21:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,2.089285761117935,µg/m³,2025-03-25T01:00:00Z,2025-03-24T22:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,1.4763392955064774,µg/m³,2025-03-25T02:00:00Z,2025-03-24T23:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.9084821393092474,µg/m³,2025-03-25T03:00:00Z,2025-03-25T00:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.7846726278463999,µg/m³,2025-03-25T04:00:00Z,2025-03-25T01:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.4986607208847999,µg/m³,2025-03-25T05:00:00Z,2025-03-25T02:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.35758929575483,µg/m³,2025-03-25T06:00:00Z,2025-03-25T03:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.3389881042142709,µg/m³,2025-03-25T07:00:00Z,2025-03-25T04:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.3303571542104085,µg/m³,2025-03-25T08:00:00Z,2025-03-25T05:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.3994047679007053,µg/m³,2025-03-25T09:00:00Z,2025-03-25T06:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,1.1892856980363529,µg/m³,2025-03-25T10:00:00Z,2025-03-25T07:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.5357142860690752,µg/m³,2025-03-25T11:00:00Z,2025-03-25T08:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.4739583420256774,µg/m³,2025-03-25T12:00:00Z,2025-03-25T09:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.6346726169188818,µg/m³,2025-03-25T13:00:00Z,2025-03-25T10:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.4915178579588731,µg/m³,2025-03-25T14:00:00Z,2025-03-25T11:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.4949404895305633,µg/m³,2025-03-25T15:00:00Z,2025-03-25T12:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.3991071476290623,µg/m³,2025-03-25T16:00:00Z,2025-03-25T13:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
2099180,"La Matanza, Buenos Aires",pm1,0.2226190489406387,µg/m³,2025-03-25T17:00:00Z,2025-03-25T14:00:00-03:00,America/Argentina/Buenos_Aires,-34.88106631929777,-58.68288039022074,,,,Unknown Person,AirGradient
